semantic_candidate_name,exact_dungeondraft_uri,asset_kind,compatible_mcp_operations,source,original_dungeondraft_category,original_dungeondraft_tags,dimensions_or_scale,discovery_status,validation_status
"Pipe Piece 02","res://textures/objects/dwarven_set/pipe_piece_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe Piece 03","res://textures/objects/dwarven_set/pipe_piece_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe Piece 04","res://textures/objects/dwarven_set/pipe_piece_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe Piece 05","res://textures/objects/dwarven_set/pipe_piece_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe Piece 06","res://textures/objects/dwarven_set/pipe_piece_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pipe Piece 07","res://textures/objects/dwarven_set/pipe_piece_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Pliers","res://textures/objects/dwarven_set/pliers.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Quench Trough","res://textures/objects/dwarven_set/quench_trough.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Bed 01","res://textures/objects/elven_set/elven_bed_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Bed 02","res://textures/objects/elven_set/elven_bed_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Bench 01","res://textures/objects/elven_set/elven_bench_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Bench 02","res://textures/objects/elven_set/elven_bench_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Boat 01","res://textures/objects/elven_set/elven_boat_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Boat 02","res://textures/objects/elven_set/elven_boat_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Bridge 01","res://textures/objects/elven_set/elven_bridge_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Chair 01","res://textures/objects/elven_set/elven_chair_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Chair 02","res://textures/objects/elven_set/elven_chair_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Chair 03","res://textures/objects/elven_set/elven_chair_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Harp","res://textures/objects/elven_set/elven_harp.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Pond","res://textures/objects/elven_set/elven_pond.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Rotonda","res://textures/objects/elven_set/elven_rotonda.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Sarcophagus","res://textures/objects/elven_set/elven_sarcophagus.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Stairs 01","res://textures/objects/elven_set/elven_stairs_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Stairs 02","res://textures/objects/elven_set/elven_stairs_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Statue 01","res://textures/objects/elven_set/elven_statue_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Table 01","res://textures/objects/elven_set/elven_table_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Table 02","res://textures/objects/elven_set/elven_table_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Throne 01","res://textures/objects/elven_set/elven_throne_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Elven Well","res://textures/objects/elven_set/elven_well.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ottoman 01","res://textures/objects/elven_set/ottoman_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ottoman 02","res://textures/objects/elven_set/ottoman_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 01","res://textures/objects/elven_set/vines_green_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 02","res://textures/objects/elven_set/vines_green_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 03","res://textures/objects/elven_set/vines_green_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 04","res://textures/objects/elven_set/vines_green_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 05","res://textures/objects/elven_set/vines_green_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 06","res://textures/objects/elven_set/vines_green_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Vines Green 07","res://textures/objects/elven_set/vines_green_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ash Pile 01","res://textures/objects/environment/ash_pile_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ash Pile 02","res://textures/objects/environment/ash_pile_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ash Pile 03","res://textures/objects/environment/ash_pile_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ash Pile 04","res://textures/objects/environment/ash_pile_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Ash Pile 05","res://textures/objects/environment/ash_pile_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Burned Wood 01","res://textures/objects/environment/burned_wood_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Burned Wood 02","res://textures/objects/environment/burned_wood_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Burned Wood 03","res://textures/objects/environment/burned_wood_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Burned Wood 04","res://textures/objects/environment/burned_wood_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 01","res://textures/objects/environment/dirt_pile_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 02","res://textures/objects/environment/dirt_pile_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 03","res://textures/objects/environment/dirt_pile_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 04","res://textures/objects/environment/dirt_pile_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 05","res://textures/objects/environment/dirt_pile_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 06","res://textures/objects/environment/dirt_pile_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 07","res://textures/objects/environment/dirt_pile_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 08","res://textures/objects/environment/dirt_pile_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 09","res://textures/objects/environment/dirt_pile_09.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Dirt Pile 10","res://textures/objects/environment/dirt_pile_10.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 01","res://textures/objects/environment/fire_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 02","res://textures/objects/environment/fire_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 03","res://textures/objects/environment/fire_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 04","res://textures/objects/environment/fire_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 05","res://textures/objects/environment/fire_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 06","res://textures/objects/environment/fire_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 07","res://textures/objects/environment/fire_07.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Fire 08","res://textures/objects/environment/fire_08.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Smoke 01","res://textures/objects/environment/smoke_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Smoke 02","res://textures/objects/environment/smoke_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Smoke 03","res://textures/objects/environment/smoke_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Smoke 04","res://textures/objects/environment/smoke_04.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Smoke 05","res://textures/objects/environment/smoke_05.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Smoke 06","res://textures/objects/environment/smoke_06.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Snow 01","res://textures/objects/environment/snow_01.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Snow 02","res://textures/objects/environment/snow_02.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
"Snow 03","res://textures/objects/environment/snow_03.png","object","place_object","dungeondraft-built-in","Objects","","","mcp-list-assets","loaded-registry-listed"
